Tên SP,Nhà sản xuất,Model,Kết nối,Kích thước,Loại switch,Giá(đ)
Bàn phím cơ FL-Esports FL100CPM Black Carbon Body White Olivia Ice Violet switch ,FL-Esports,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,blue,2099000
Bàn phím cơ FL-Esports FL100CPM Black Carbon Body White Olivia Ice Pink switch ,FL-Esports,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,blue,2099000
Bàn phím cơ không dây FL-Esports CMK87 SAM Yellow White 3 Mode Red sw ,FL-Esports,EK1280s V2,không dây,0.7212003987089425,brown,2999000
Bàn phím cơ không dây FL-Esports CMK87 SAM Cool Mint 3 Mode Red switch ,FL-Esports,K10,vừa có dây vừa không dây,0.7212003987089425,white,2899000
Bàn phím không dây Logitech K650 Off White ,Logitech,Brown Switch ,không dây,0.3624454148471616,green,949000
Bàn phím không dây Logitech K650 Graphite ,Logitech,ROG Falchion,không dây,0.3624454148471616,white,949000
Bàn phím game Asus ROG Strix Scope RX Blue switch ,Asus,EK1280s V2,có dây,0.9017467248908297,white,2299000
Bàn phím cơ không dây Newmen GM840 Pro Yellow sw ,Newmen,EK375,có dây,0.6179039301310044,white,1799000
Bàn phím game không dây Rapoo V500 Pro Red switch,Rapoo,EK368L,không dây,0.7212003987089425,blue,649000
Bàn phím văn phòng Lecoo KB102,LECOO,KB1,có dây,0.7212003987089425,pink,149000
Bàn phím Newmen E007 ,Newmen,EK387L RGB,có dây,0.9017467248908297,white,139000
Bàn phím cơ quang Edra EK3104 Optical đen ,Edra,E-DRA EK396W V2,có dây,0.7212003987089425,blue,949000
Bàn phím cơ Edra EK3104 Pink V2 Blue sw ,Edra,EK314W,có dây,0.9148471615720524,brown,839000
Bàn phím cơ Edra EK3104 Pink V2 Brown sw ,Edra,Brown Switch ,không dây,0.9148471615720524,pink,839000
Bàn phím game Rapoo V50S đen ,Rapoo,Razer DeathStalker V2,vừa có dây vừa không dây,0.9017467248908297,blue,389000
Bàn phím cơ Corsair K95 Platinum XT RGB Cherry Blue switch ,Corsair,GP75CPM,không dây,0.7212003987089425,cherry,3899000
Bàn phím EDra EK502 Đen ,Edra,EK375,không dây,0.7212003987089425,cherry,189000
Bàn phím game LC-Power LC-KEY-MECH-2-RGB-C-W,E-Dra,EK375,có dây,0.7212003987089425,red,1299000
Bàn phím game MSI Vigor GK50 TKL đen ,MSI,CD87HR,có dây,0.7139737991266376,white,1929000
Bàn phím không dây Logitech Pop Keys Blast Yellow ,Logitech,GP75CPM,không dây,0.6419213973799127,pink,1979000
Bàn phím cơ Logitech G Pro ,Logitech,TC-3218,không dây,0.7212003987089425,blue,2199000
Bàn phím Edra EK503 ,Edra,Razer DeathStalker V2,vừa có dây vừa không dây,0.9148471615720524,red,249000
Bàn phím cơ Newmen GM369 Brown switch ,Newmen,EK87,vừa có dây vừa không dây,0.7212003987089425,yellow,849000
Bàn phím cơ Newmen GM369 Blue switch ,Newmen,FL100CPM,vừa có dây vừa không dây,0.7212003987089425,blue,849000
Bàn phím cơ Newmen GM369 Red switch ,Newmen,KB1,không dây,0.7212003987089425,red,849000
Bàn phím Cơ Gaming HP HyperX Alloy Origins - Blue Switch ,HyperX,TC-3218,không dây,0.9061135371179039,red,2599000
Bàn phím cơ không dây Newmen GM840 Pro White sw ,Newmen,KB1,vừa có dây vừa không dây,0.6179039301310044,brown,1849000
Bàn phím cơ không dây Newmen GM840 Pro Red sw ,Newmen,CD87HR,vừa có dây vừa không dây,0.6179039301310044,cherry,1849000
Bàn phím Dareu LK185 USB Black,DAREU,Everest Max,vừa có dây vừa không dây,0.7212003987089425,brown,139000
Bàn phím cơ không dây Newmen GM1000 Red sw ,Newmen,EK1280s V2,không dây,0.7445414847161572,brown,1999000
Bàn phím cơ không dây Newmen GM1000 Silvery sw ,Newmen,H95S Panda 3 Mode Wireless,không dây,0.7445414847161572,red,1999000
Bàn phím số Rapoo K10 đen ,Rapoo,K10,có dây,0.27074235807860264,black,119000
Bàn phím Rapoo NK1800 đen ,Rapoo,Everest Max,có dây,0.9279475982532751,blue,139000
Bàn phím EDra EK501 Đen,Edra,3084,vừa có dây vừa không dây,0.7212003987089425,pink,119000
Bàn phím không dây Logitech K400 Plus đen ,Logitech,GD100,không dây,0.7212003987089425,pink,699000
Bàn phím cơ Edra EK3104 White Blue sw ,Edra,H75S Panda 3 Mode Wireless,có dây,0.9148471615720524,pink,839000
Bàn phím cơ không dây FLEsport FL980 SAM Grey & White RGB 3 Mode White sw ,Flesports,GP75CPM,có dây,0.7212003987089425,white,3049000
Bàn phím cơ không dây Fuhlen H95S Panda CSA Brown sw ,Fuhlen,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,white,2499000
Bàn phím Edra EK313 Blue sw ,Edra,D87S RGB,có dây,0.9017467248908297,blue,479000
Bàn phím Asus ROG Strix Scope NX Blue sw,Asus,EK1280s V2,có dây,0.9017467248908297,blue,2899000
Bàn phím Kenoo 9100K ,KENOO,KB1,không dây,0.7212003987089425,blue,129000
Bàn phím không dây Newmen K10 đen ,Newmen,K10,không dây,0.7212003987089425,red,649000
Bàn phím không dây Newmen K10 trắng ,Newmen,K10,không dây,0.7212003987089425,silver,649000
Bàn phím game Razer DeathStalker V2 Low Profile Optical ,Razer,Razer DeathStalker V2,có dây,0.7212003987089425,red,3389000
Bàn phím Asus ROG Strix Scope NX TKL Red sw,Asus,EK1280s V2,vừa có dây vừa không dây,0.7183406113537117,blue,2689000
Bàn phím cơ không dây Newmen GM1000 Dual Mode Spring White sw ,Newmen,3084,không dây,0.7445414847161572,white,1989000
Bàn phím cơ không dây Newmen GM1000 Dual Mode Spring Yellow sw ,Newmen,D87S RGB,không dây,0.7445414847161572,yellow,1889000
Bàn phím cơ không dây Newmen GM1080 Dual Mode Red switch ,Newmen,H95S Panda 3 Mode Wireless,không dây,0.9039301310043668,red,2249000
Bàn phím cơ không dây Newmen GM1080 Dual Mode Yellow switch ,Newmen,EK314W,không dây,0.9039301310043668,yellow,2389000
Bàn phím Asus ROG Strix Scope NX Deluxe Blue sw,Asus,Newmen GM326,có dây,0.9017467248908297,blue,2999000
Bàn phím Asus ROG Strix Scope NX Deluxe Red sw,Asus,EK398,có dây,0.9017467248908297,red,2999000
Bàn phím cơ Logitech G Pro X RGB Lightsync ,Logitech,EK368L,không dây,0.7212003987089425,white,2399000
Bàn phím game MSI Vigor GK20 đen ,MSI,K10,có dây,0.9344978165938864,yellow,649000
Bàn phím Rapoo GK500 đen ,Rapoo,Kailh Clione Limacina ,không dây,0.8973799126637555,blue,799000
Bàn phím gaming Newmen GM368 Mechanical Led RGB USB Black ,Newmen,Everest Max,không dây,1.0,black,769000
Bàn phím cơ Không dây FL-Esport Q75 Azure Green 3 Mode Coolmint sw ,Flesports,Asus ROG Strix Scope NX TKL Deluxe,không dây,0.7212003987089425,black,3399000
Bàn phím cơ không dây FL-Esports FL980 SAM Polar Night 3 Mode FSA FLCMMK Cercis sw ,FL-Esports,Asus ROG Strix Scope NX TKL Deluxe,vừa có dây vừa không dây,0.7212003987089425,white,3699000
Bàn phím cơ không dây FL-Esports CMK87 SAM Polar Night Black 3 Mode White sw ,FL-Esports,H75S Panda 3 Mode Wireless,không dây,0.7212003987089425,white,3199000
Bàn phím cơ không dây FL-Esports CMK87 SAM Polar Night Black 3 Mode Red sw ,FL-Esports,GD100,có dây,0.7212003987089425,white,3199000
Bàn phím cơ không dây Leopold FC980MBT Blue Star Brown sw ,Leopold,Everest Max,vừa có dây vừa không dây,0.7860262008733624,cherry,3969000
Bàn phím cơ không dây Leopold FC900RBT Blue Star Silent Red sw ,Leopold,FL100CPM,vừa có dây vừa không dây,0.9061135371179039,cherry,3769000
Bàn phím cơ không dây Leopold FC900RBT Blue Star Brown sw ,Leopold,K10,vừa có dây vừa không dây,0.9061135371179039,cherry,3769000
Bàn phím Microsoft Ergonomic ,Microsoft,GM328,không dây,0.7212003987089425,yellow,1499000
Bàn phím cơ không dây Newmen GM840 Pro Hush V3 Super Silent ,Newmen,EK398,không dây,0.6179039301310044,white,2689000
Bàn phím Asus ROG Strix Scope NX TKL Moonlight Red sw,Asus,TC-3218,vừa có dây vừa không dây,0.7183406113537117,green,3129000
Bàn phím Asus ROG Strix Scope NX TKL Moonlight Blue sw,Asus,Asus ROG Strix Scope NX TKL Deluxe,không dây,0.7183406113537117,blue,3129000
Bàn phím cơ FLEsport CMK87 CPM Metal Heart RGB 3 Mode White sw ,FL-Esports,GM328,không dây,0.7212003987089425,white,3469000
Bàn phím cơ FLEsport CMK87 CPM Metal Heart RGB 3 Mode Red sw ,FL-Esports,EK87,không dây,0.7212003987089425,white,3469000
Bàn phím không dây Microsoft All-in-One Media - N9Z-00028,Microsoft,EK375,không dây,0.7212003987089425,blue,849000
Bàn phím Dell KB216B ,Dell,Brown Switch ,không dây,0.7212003987089425,red,249000
Bàn phím cơ AKKO 5108 World Tour Tokyo R2 - Gateron Orange ,Akko,H95S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.9061135371179039,silver,1799000
Bàn phím cơ AKKO MonsGeek MG108 Black & Cyan ,Akko,Brown Switch ,không dây,0.9126637554585153,cherry,999000
Bàn phím AKKO 3087 RF Ocean Star ,Akko,EK375,không dây,0.7270742358078602,pink,919000
Bàn phím AKKO 3096 World Tour Tokyo R2 ,Akko,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,brown,1149000
Bàn phím cơ có dây Darmoshark TOP98 Purple gradient,Darmoshark,EK375,có dây,0.7212003987089425,silver,1999000
Bàn phím cơ có dây Darmoshark TOP98 Black gradient,Darmoshark,EK87,không dây,0.7212003987089425,brown,1999000
Bàn phím cơ không dây Newmen GM335 Dual Mode Red sw ,Newmen,D87S RGB,vừa có dây vừa không dây,0.8930131004366813,cherry,949000
Bàn phím cơ không dây Fuhlen T87S Pro Black Blue Switch,Fuhlen,T87s Pro Wireless,không dây,0.722707423580786,red,1199000
Bàn phím cơ không dây AKKO 3068B Plus Multi-modes Prunus Lannesiana ,Akko,EK375,không dây,0.631004366812227,green,1849000
Bàn phím cơ Không dây FL-Esport Q75 Blue Haze 3 Mode Coolmint sw ,Flesports,H75S Panda 3 Mode Wireless,có dây,0.7212003987089425,cherry,3399000
Bàn phím cơ Fuhlen D87S RGB trắng Red sw ,Fuhlen,D87S RGB,vừa có dây vừa không dây,0.722707423580786,red,899000
Bàn phím cơ Fuhlen D87S RGB trắng Brown sw ,Fuhlen,D87S RGB,có dây,0.722707423580786,brown,899000
Bàn phím cơ Fuhlen D87S RGB trắng Blue sw ,Fuhlen,D87S RGB,không dây,0.722707423580786,blue,899000
Bàn phím game Corsair K70 RGB Pro Blue sw ,Corsair,H75S Panda 3 Mode Wireless,vừa có dây vừa không dây,0.9104803493449781,cherry,3499000
Bàn phím cơ AULA F87 3 mode Trắng xám ,AULA,FL100CPM,có dây,0.8908296943231441,yellow,1399000
Bàn phím cơ không dây EDRA EK368L Black White Red switch ,Edra,EK368L,vừa có dây vừa không dây,0.7212003987089425,brown,499000
Bàn phím cơ không dây EDRA EK368L Black White Brown switch ,Edra,EK368L,không dây,0.7212003987089425,cherry,499000
Bàn phím cơ không dây EDRA EK368L Black White Blue switch ,Edra,EK368L,không dây,0.7212003987089425,yellow,499000
Bàn phím cơ không dây Fuhlen T87S Pro Black Brown Switch,Fuhlen,T87s Pro Wireless,vừa có dây vừa không dây,0.722707423580786,red,1399000
Bàn phím cơ không dây Fuhlen T87S Pro Black Yellow Switch,Fuhlen,T87s Pro Wireless,vừa có dây vừa không dây,0.722707423580786,red,1399000
Bàn phím cơ không dây Fuhlen T87S Pro Black Red Switch,Fuhlen,T87s Pro Wireless,không dây,0.722707423580786,red,1399000
Bàn phím cơ LEOPOLD FC750RBT Blue Font Brown Switch ,Leopold,Everest Max,không dây,0.7212003987089425,black,3599000
Bàn phím cơ LEOPOLD FC750RBT Blue Font Red Switch ,Leopold,TC-3218,vừa có dây vừa không dây,0.7212003987089425,silver,3599000
Bàn phím cơ LEOPOLD FC750RBT Blue Coral Blue Switch ,Leopold,EK368L,vừa có dây vừa không dây,0.7212003987089425,blue,3599000
Bàn Phím Gaming ADATA XPG INFAREX K10,Akko,K10,có dây,0.7212003987089425,black,979000
Bàn phím cơ không dây Zifriend ZA68 Pro 3 Mode ,Ziefiend,Kailh Clione Limacina ,không dây,0.6550218340611353,pink,919000
Bàn phím cơ LEOPOLD FC900RBT Blue Coral Silent Red Switch ,Leopold,Asus ROG Strix Scope NX TKL Deluxe,không dây,0.7212003987089425,silver,3699000
Bàn phím cơ LEOPOLD FC900RBT Blue Coral Red Switch ,Leopold,GD100,không dây,0.7212003987089425,white,3699000
Bàn phím cơ LEOPOLD FC900RBT Blue Coral Blue Switch ,Leopold,CD108HR,có dây,0.7212003987089425,blue,3699000
Bàn Phím cơ Centaur GV999 màu trắng Black Switch,iKBC,CD108HR,có dây,0.7212003987089425,cherry,599000
Bàn Phím cơ Centaur GV999 màu trắng Blue Switch,Mistel,EK387L White,có dây,0.7212003987089425,yellow,599000
Bàn Phím cơ Centaur GV999 màu đen Black Switch,Flesports,GM328,vừa có dây vừa không dây,0.7212003987089425,brown,599000
Bàn Phím cơ Centaur GV999 màu đen Blue Switch,Mountain,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,brown,599000
Bàn phím Razer Huntsman V2 Tenkeyless Optical Linear Red sw ,Razer,EK87,vừa có dây vừa không dây,0.7212003987089425,white,2799000
Bàn phím cơ không dây Fuhlen H95S Panda CSA Red Pro sw ,Fuhlen,H95S Panda 3 Mode Wireless,không dây,0.7212003987089425,blue,2299000
Bàn phím cơ không dây Edra EK396W V2 Blue sw ,Edra,E-DRA EK396W V2,không dây,0.7212003987089425,blue,1349000
Bàn phím cơ không dây Edra EK361W V2 RGB Đen Blue sw ,Edra,E-DRA EK396W V2,không dây,0.5764192139737991,blue,799000
Bàn phím Razer BlackWidow V3 ,Razer,GD100,có dây,0.7212003987089425,red,2999000
Bàn phím cơ không dây Razer BlackWidow V3 Mini HyperSpeed - Yellow Switch ,Razer,K10,không dây,0.7212003987089425,yellow,2599000
Bàn phím gaming Corsair K55 CORE RGB ,Corsair,E-DRA EK396W V2,có dây,0.7212003987089425,brown,999000
Bàn phím cơ Corsair K63 Cherry MX Red ,Corsair,EK398,không dây,0.7379912663755459,cherry,1799000
Kit bàn phím cơ Mountain Everest Core Barebone Gray MG-EVK3G-ANSI ,Mountain,EK1280s V2,vừa có dây vừa không dây,0.7212003987089425,green,2899000
Bàn phím số Mountain Everest 60 Numpad Linear45 ,Mountain,Kailh Clione Limacina ,có dây,0.7212003987089425,cherry,1299000
Bàn phím số Mountain Everest 60 Numpad Tactile55  ,Mountain,D87S RGB,vừa có dây vừa không dây,0.7212003987089425,cherry,1299000
Kit bàn phím cơ Mountain Everest Core Barebone MG-EVK3B-ANSI ,Mountain,K10,không dây,0.7212003987089425,brown,2899000
Bàn Phím Gaming Mountain Everest 60 Black Linear45 Switch ,Mountain,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,cherry,3249000
Bàn Phím Gaming Mountain Everest Max Gray MX Red switch ,Mountain,Everest Max,không dây,0.519650655021834,cherry,7999000
Bàn Phím Gaming Mountain Everest Max Gray MX Silent switch ,Mountain,Everest Max,không dây,0.519650655021834,cherry,7999000
Bàn Phím Gaming Mountain Everest Max Black MX Blue switch ,Mountain,Everest Max,không dây,0.519650655021834,cherry,7999000
Bàn Phím Gaming Mountain Everest Max Black MX Silent switch ,Mountain,Everest Max,không dây,0.519650655021834,cherry,7999000
Bàn Phím Gaming Mountain Everest Max Gray MX Blue switch ,Mountain,Everest Max,không dây,0.519650655021834,cherry,7999000
Bàn phím cơ không dây Edra EK384W V2 Red sw,Edra,KB1,không dây,0.7212003987089425,blue,1299000
Bàn phím cơ Không dây FL-Esport Q75 Blue Haze 3 Mode Jellyfish sw ,Flesports,EK398,có dây,0.7212003987089425,cherry,3399000
Bàn phím cơ AKKO 3068 v2 RGB - White ,Akko,Razer DeathStalker V2,không dây,0.631004366812227,red,1499000
Bàn phím cơ FL-Esports FL980 CPS White Olivia Kailh Box Brown switch,FL-Esports,EK1280s V2,không dây,0.7212003987089425,brown,1199000
Bàn phím cơ FL-Esports FL980 CPS Aqua Green Kailh Box Brown switch,FL-Esports,EK87,không dây,0.7212003987089425,brown,1199000
Bàn phím cơ không dây Fuhlen H95S Panda CSA Ice Crystal Switch,Fuhlen,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,pink,2299000
Bàn phím cơ không dây Fuhlen H95S Panda CSA Blue Switch,Fuhlen,H95S Panda 3 Mode Wireless,có dây,0.7212003987089425,white,2299000
Bàn phím cơ không dây Fuhlen H108S Panda - CSA Profile Silver Speed sw,Fuhlen,TC-3218,có dây,0.7212003987089425,silver,2299000
Bàn phím cơ ko dây Fuhlen H108S Panda - CSA Profile Blue switch,Fuhlen,Razer DeathStalker V2,không dây,0.7212003987089425,green,2299000
Bàn phím cơ ko dây Fuhlen H108S Panda - CSA Profile Ice Crystal switch,Fuhlen,T87s Pro Wireless,vừa có dây vừa không dây,0.7212003987089425,red,2299000
Bàn phím cơ có dây Fuhlen CK87S Smoke Panda CSA ,Fuhlen,CK87S,không dây,0.7212003987089425,white,1399000
Bàn phím cơ không dây Fuhlen T87S Pro White Yellow Switch,Fuhlen,T87s Pro Wireless,vừa có dây vừa không dây,0.722707423580786,red,1549000
"Bàn phím cơ FL-Esports CMK75 Desert Grey, FLCMMK Ice Violet Switch",FL-Esports,D87S RGB,có dây,0.7212003987089425,pink,2399000
Bàn phím cơ Edra EK3104 Lạc Hồng White Led Red sw ,Edra,EK368L,vừa có dây vừa không dây,0.9148471615720524,black,1689000
Bàn phím gaming Newmen GM550 ,Newmen,D87S RGB,không dây,0.7212003987089425,brown,829000
Bàn phím cơ IKBC CD108HR Dolch Brown sw ,iKBC,CD108HR,có dây,0.7212003987089425,blue,1839000
Bàn phím cơ IKBC CD87HR Dolch Red sw ,iKBC,CD87HR,có dây,0.7212003987089425,blue,1629000
Bàn phím không dây Corsair K65 CSR RED-BLK-GLD ,Corsair,EK314W,không dây,0.7212003987089425,silver,3999000
Bàn phím cơ gaming có dây Rapoo V500 Pro White Cerulean ,Rapoo,EK387L White,có dây,0.888646288209607,blue,789000
Bàn phím cơ gaming có dây Rapoo V500 Pro Pink White ,Rapoo,Kailh Clione Limacina ,có dây,0.888646288209607,blue,789000
Bàn phím cơ gaming có dây Rapoo V500 Pro White Cerulean ,Rapoo,Kailh Clione Limacina ,có dây,0.888646288209607,blue,789000
Bàn phím cơ gaming có dây Rapoo V500 Pro White Cerulean ,Rapoo,EK368L,có dây,0.888646288209607,blue,789000
Bàn phím giả cơ Corsair K55 RGB Pro ,Corsair,H75S Panda 3 Mode Wireless,có dây,0.7212003987089425,red,1199000
Bàn phím Cơ Gaming HP HyperX Alloy Elite 2 – Mechanical HX Red-US,HyperX,CD87HR,không dây,0.7212003987089425,green,2799000
Bàn phím cơ AULA F98 pro 3 mode Màu trắng trong suốt ,AULA,EK87,có dây,0.7212003987089425,pink,1899000
Bàn phím cơ AULA F98 pro 3 mode Màu đen trong suốt ,AULA,Asus ROG Strix Scope NX TKL Deluxe,vừa có dây vừa không dây,0.7212003987089425,yellow,1899000
Bàn phím cơ Razer BlackWidow Tournament Edition Chroma V2 Quartz Edition,Razer,Everest Max,không dây,0.7212003987089425,brown,3339000
Bàn phím cơ gaming AULA F3001 3 mode ,AULA,GM328,không dây,0.7183406113537117,blue,799000
Bàn phím cơ có dây Fuhlen CK87S Smoke Panda CSA ,Fuhlen,CK87S,không dây,0.7212003987089425,pink,1399000
Bàn phím cơ Fuhlen D87S RGB đen Brown sw ,Fuhlen,D87S RGB,vừa có dây vừa không dây,0.722707423580786,brown,899000
Bàn phím cơ không dây Fuhlen T87S Pro White Red Switch,Fuhlen,T87s Pro Wireless,có dây,0.722707423580786,red,1549000
Bán phím cơ không dây Fuhlen T87S Pro White Brown Switch,Fuhlen,T87s Pro Wireless,có dây,0.722707423580786,red,1549000
Bàn phím cơ AULA F2088 Pro Đen ghi ,AULA,GD100,vừa có dây vừa không dây,0.7212003987089425,blue,849000
Bàn phím cơ AULA F2088 Pro Xanh tím ,AULA,EK1280s V2,vừa có dây vừa không dây,0.7212003987089425,blue,849000
Bàn phím cơ AULA F2088 Pro Xanh trắng ,AULA,H75S Panda 3 Mode Wireless,có dây,0.7212003987089425,blue,849000
Bàn phím cơ không dây Edra EK396W V2 Brown sw ,Edra,E-DRA EK396W V2,không dây,0.7212003987089425,blue,1389000
Bàn phím cơ game Edra EK387FL RGB Polar night Yellow sw ,Edra,Kailh Clione Limacina ,có dây,0.7314410480349345,blue,1199000
Bàn phím cơ không dây Edra EK396W V2 Brown sw ,Edra,E-DRA EK396W V2,không dây,0.7212003987089425,blue,1389000
Bàn phím cơ Không dây FL-Esport CMK68 SAM Marshmallow RGB Kailh Clione Limacina sw ,FL-Esports,EK398,không dây,0.7212003987089425,white,2909000
Bàn phím cơ Không dây FL-Esport CMK68 SAM Marshmallow RGB Kailh Deep Sea Silent sw ,FL-Esports,Newmen GM326,không dây,0.7212003987089425,white,2909000
Bàn phím cơ FLEsport FL980 CPM Sea Salt White sw ,Mountain,T87s Pro Wireless,có dây,0.7212003987089425,white,2999000
Bàn phím cơ Không dây FL-Esport CMK68 SAM Marshmallow RGB Kailh Jellyfish sw ,FL-Esports,GP75CPM,không dây,0.7212003987089425,white,2909000
Bàn phím cơ FLEsport FL980 CPM Sea Salt Red sw ,Mountain,Brown Switch ,không dây,0.7212003987089425,white,2999000
Bàn phím cơ FLEsport FL980 SAM Cercis Red sw ,FL-Esports,EK1280s V2,không dây,0.7212003987089425,white,2899000
Bàn phím cơ FLEsport FL980 SAM Polar Night FSA Red sw ,AULA,EK368L,không dây,0.7212003987089425,white,2999000
Bàn phím cơ Không dây FL-Esport CMK68 SAM Metal Heart RGB Kailh Deep Sea Silent sw ,FL-Esports,Kailh Clione Limacina ,vừa có dây vừa không dây,0.7212003987089425,silver,2909000
Bàn phím cơ Không dây FL-Esport CMK68 SAM Metal Heart RGB Kailh Jellyfish sw ,FL-Esports,Kailh Clione Limacina ,vừa có dây vừa không dây,0.7212003987089425,blue,2909000
Bàn phím cơ Không dây FL-Esport CMK68 SAM Metal Heart RGB Kailh Clione Limacina sw ,FL-Esports,Kailh Clione Limacina ,có dây,0.7212003987089425,white,2909000
Bàn phím cơ không dây Newmen GM680 Dual Mode Red sw ,Newmen,E-DRA EK396W V2,vừa có dây vừa không dây,0.6222707423580786,brown,1299000
"Bộ Switch bàn phím cơ DAREU - Firefly switch, 45pcs",DAREU,GD68,không dây,0.7212003987089425,cherry,259000
Bàn phím cơ AKKO 3068 v2 RGB - White ,Akko,Razer DeathStalker V2,không dây,0.631004366812227,pink,1499000
Bàn phím cơ AKKO 3084B Plus Black & Gold ,Akko,3084,vừa có dây vừa không dây,0.62882096069869,brown,2099000
Bàn phím cơ AKKO MOD007 PC Orange on Black ,Akko,EK314W,có dây,0.6681222707423581,white,2599000
Bàn phím Vortex 8700 Multix Summer Brown sw ,Vortex,EK87,vừa có dây vừa không dây,0.7314410480349345,brown,2699000
Bàn phím Vortex 8700 Multix Summer Yellow sw ,Vortex,H95S Panda 3 Mode Wireless,có dây,0.7314410480349345,brown,2699000
Bàn phím Vortex 8700 Multix Summer Silver sw ,Vortex,H95S Panda 3 Mode Wireless,không dây,0.7314410480349345,brown,2499000
Bàn phím game MSI Vigor GK50 đen ,MSI,Kailh Clione Limacina ,không dây,0.8908296943231441,yellow,1999000
Bàn phím cơ AKKO 3084B Plus Black & Pink ,Akko,3084,vừa có dây vừa không dây,0.62882096069869,blue,2099000
Bàn phím cơ không dây Razer Blackwidow V3 Mini Hyperspeed Phantom Pudding Yellow sw ,Razer,GM328,vừa có dây vừa không dây,0.7212003987089425,green,4239000
Bàn phím cơ Razer Huntsman Mini Mercury ,Razer,EK368L,có dây,0.7212003987089425,pink,2559000
Bàn phím cơ Newmen GE369 Brown switch ,Newmen,T87s Pro Wireless,có dây,0.013100436681222707,black,699000
Bàn phím Apple Smart Folio for iPad Pro 12.9 ,Apple,KB1,vừa có dây vừa không dây,0.7212003987089425,green,5499000
Bàn phím Apple Magic with Numeric Keypad – US English ,Apple,Brown Switch ,không dây,0.03056768558951965,red,3399000
Bàn phím Apple Magic – ITS ,Apple,EK87,không dây,0.0,yellow,2699000
Kit bàn phím cơ FLEsport CMK87 Black ,DAREU,H75S Panda 3 Mode Wireless,không dây,0.7212003987089425,white,1899000
Bàn phím cơ Không dây FL-Esport FL750CPM White Olivia RGB Gateron Pro Yellow sw ,FL-Esports,GP75CPM,không dây,0.7212003987089425,yellow,2199000
Bàn phím cơ Không dây FL-Esport FL750CPM White Olivia RGB Kailh BOX V2 Red sw ,FL-Esports,CD108HR,vừa có dây vừa không dây,0.7212003987089425,yellow,2199000
Bàn phím không dây HyperONE KB2 ,HyperWork,GM328,không dây,0.8799126637554585,white,599000
Bàn phím không dây HyperONE KB1 Plus ,Corsair,KB1,không dây,0.7212003987089425,red,849000
Bàn phím không dây HyperONE KB1 ,HyperWork,KB1,không dây,0.6506550218340611,red,649000
Bàn phím cơ gaming không dây Razer BlackWidow V3 Pro - Yellow Switch RZ03-03531700-R3M1,Razer,Newmen GM326,có dây,0.7212003987089425,yellow,4499000
Bàn Phím ASUS TUF Gaming K7 ,Asus,Newmen GM326,có dây,0.7212003987089425,blue,1829000
Bàn phím cơ Edra EK387L RGB màu đen Red sw ,Edra,EK387L RGB,vừa có dây vừa không dây,0.7212003987089425,blue,649000
Bàn phím cơ Không dây FL-Esport CMK87 SAM Tropical Forest RGB Kailh BOX Marshmallow sw ,FL-Esports,GD68,vừa có dây vừa không dây,0.7212003987089425,cherry,3849000
Bàn phím cơ Không dây FL-Esport CMK87 SAM Tropical Forest RGB Kailh BOX Tropical Forest sw ,FL-Esports,Razer DeathStalker V2,có dây,0.7212003987089425,brown,3849000
Bàn phím cơ Không dây FL-Esport CMK87 SAM Tropical Forest RGB Kailh MX Coolmint sw ,FL-Esports,GD68,không dây,0.7212003987089425,brown,3849000
Bàn phím cơ Không dây FL-Esport FL750CPM White Olivia RGB Gateron Pro White sw ,FL-Esports,E-DRA EK396W V2,không dây,0.7212003987089425,yellow,2359000
Bàn phím cơ Không dây FL-Esport FL750CPM Metal Heart RGB Kailh BOX V2 Brown sw ,FL-Esports,Everest Max,không dây,0.7212003987089425,red,2359000
Bàn phím cơ Không dây FL-Esport CMK87 SA Polar Night RGB Kailh BOX Cool Mint sw ,FL-Esports,Asus ROG Strix Scope NX TKL Deluxe,không dây,0.7212003987089425,brown,3139000
Bàn phím cơ Không dây FL-Esport FL750 SAM Polar Night RGB Gasket Mount Kailh BOX V2 Brown sw ,FL-Esports,Newmen GM326,không dây,0.7212003987089425,brown,2299000
Bàn phím cơ Không dây FL-Esport FL750 SAM Polar Night RGB Gasket Mount Kailh Clione Limacina sw ,FL-Esports,EK87,không dây,0.7212003987089425,brown,2669000
Bàn phím cơ gaming có dây Rapoo V500 Pro Cyan Blue ,Rapoo,H95S Panda 3 Mode Wireless,có dây,0.888646288209607,blue,899000
Bàn phím cơ Razer Huntsman Mini Mercury ,Razer,GD68,vừa có dây vừa không dây,0.7212003987089425,green,2999000
Bàn phím cơ Newmen GE369R Brown switch ,Newmen,CD87HR,có dây,0.8864628820960698,white,799000
Bàn phím cơ Edra EK387L màu trắng Brown sw ,Edra,EK387L White,vừa có dây vừa không dây,0.7212003987089425,blue,559000
Bàn phím cơ Edra EK387L màu trắng Red sw ,Edra,EK387L White,vừa có dây vừa không dây,0.7212003987089425,blue,559000
